Date,Time,Sender_account,Receiver_account,Amount,Payment_currency,Received_currency,Sender_bank_location,Receiver_bank_location,Payment_type,Is_laundering,Laundering_type
2023-03-28,22:00,ACC794199,ACC592436,8016.52,TRY,USD,Turkey,Germany,E-Wallet,0,Normal_Corporate_Payment
2023-02-06,19:13,ACC896680,ACC842868,6491.44,MXN,CNY,UAE,UK,Mobile Payment,0,Normal_Corporate_Payment
2023-03-30,10:49,ACC145291,ACC699149,3245.72,MAD,MAD,China,USA,ACH Transfer,0,Normal_Corporate_Payment
2023-09-21,17:14,ACC969061,ACC478668,9268.66,MXN,GBP,Germany,Germany,Credit Card,0,Normal_Personal_Transfer
2023-11-09,14:04,ACC315963,ACC478970,4559.03,GBP,GBP,Morocco,Germany,Mobile Payment,0,Normal_Personal_Transfer
2023-10-31,11:49,ACC225612,ACC923207,2666.13,EUR,EUR,Germany,Morocco,ACH Transfer,0,Normal_Personal_Transfer
2023-05-25,04:36,ACC641465,ACC448053,4088.26,MAD,MAD,Morocco,UAE,Mobile Payment,0,Normal_Personal_Transfer
2023-09-01,11:08,ACC512699,ACC922685,6923.83,CNY,MAD,China,China,Mobile Payment,0,Normal_Personal_Transfer
2023-03-16,05:53,ACC143815,ACC317789,8460.86,MAD,TRY,UAE,Morocco,Credit Card,0,Normal_Corporate_Payment
2023-04-17,21:57,ACC924965,ACC356072,3572.19,GBP,CNY,USA,UK,ACH Transfer,0,Normal_Corporate_Payment
2023-11-24,08:02,ACC886458,ACC676172,2333.92,TRY,AED,Germany,USA,Mobile Payment,0,Normal_Personal_Transfer
2023-01-05,22:51,ACC204997,ACC176497,6268.67,TRY,TRY,UK,China,Mobile Payment,0,Normal_Personal_Transfer
2023-02-01,12:47,ACC160611,ACC904137,9212.94,TRY,TRY,Mexico,USA,ACH Transfer,0,Normal_Personal_Transfer
2023-03-17,15:09,ACC711530,ACC275748,1841.1,MXN,MAD,Mexico,Morocco,Cross-Border,1,Suspicious_Structuring
2023-01-10,13:01,ACC517876,ACC332730,8032.16,USD,CNY,China,UAE,Cheque,1,Suspicious_Cash_Intensive
2023-03-08,03:06,ACC810463,ACC453784,4771.31,TRY,MAD,Germany,USA,ACH Transfer,0,Normal_Personal_Transfer
2023-08-01,09:01,ACC467057,ACC310117,7997.13,TRY,GBP,Mexico,Germany,Debit Card,0,Normal_Personal_Transfer
2023-06-03,02:22,ACC142082,ACC107101,5060.36,MAD,MXN,Germany,China,ACH Transfer,0,Normal_Personal_Transfer
2023-11-22,14:57,ACC247330,ACC424639,3779.5,EUR,EUR,China,Germany,E-Wallet,0,Normal_Corporate_Payment
2023-10-26,10:43,ACC727901,ACC497959,6970.44,EUR,GBP,USA,UAE,Cash,1,Suspicious_RapidMovement
2023-05-05,18:40,ACC984747,ACC633239,9007.27,GBP,TRY,Mexico,Mexico,E-Wallet,0,Normal_Personal_Transfer
2023-04-05,05:17,ACC976122,ACC762374,3209.31,GBP,GBP,UK,USA,Cross-Border,1,Suspicious_Shell_Companies
2023-05-19,03:56,ACC195220,ACC660468,4612.87,GBP,GBP,UAE,China,Cross-Border,1,Suspicious_Structuring
2023-08-04,09:45,ACC639677,ACC943409,2301.71,TRY,GBP,Turkey,UK,ACH Transfer,0,Normal_Personal_Transfer
2023-04-08,22:14,ACC191860,ACC347117,1842.26,EUR,CNY,China,Germany,Cash,1,Suspicious_Structuring
2023-08-16,17:03,ACC783045,ACC290606,7781.12,GBP,TRY,Turkey,Mexico,Mobile Payment,0,Normal_Personal_Transfer
2023-05-30,10:03,ACC552436,ACC687497,2014.63,CNY,MXN,UAE,Turkey,Cheque,1,Suspicious_Structuring
2023-07-21,12:24,ACC121797,ACC873529,7935.25,EUR,USD,UAE,UAE,ACH Transfer,0,Normal_Corporate_Payment
2023-06-09,02:01,ACC998407,ACC797268,4297.88,TRY,EUR,USA,Mexico,Debit Card,0,Normal_Personal_Transfer
2023-04-18,23:37,ACC983601,ACC622283,9950.54,MAD,EUR,UK,Mexico,Mobile Payment,0,Normal_Personal_Transfer
2023-12-13,15:59,ACC870227,ACC470719,1981.44,TRY,AED,Turkey,Germany,Cross-Border,1,Suspicious_Related_Accounts
2023-10-06,06:50,ACC690620,ACC937350,938.85,GBP,GBP,UK,UK,Mobile Payment,0,Normal_Personal_Transfer
2023-02-21,14:03,ACC860943,ACC238235,763.58,TRY,MXN,Mexico,Morocco,Cross-Border,1,Suspicious_Related_Accounts
2023-11-13,02:37,ACC324997,ACC233542,8355.83,TRY,TRY,Germany,China,Cheque,1,Suspicious_RapidMovement
2023-06-27,23:10,ACC556123,ACC509759,4383.39,CNY,USD,China,USA,Cash,1,Suspicious_RapidMovement
2023-11-23,04:11,ACC500404,ACC250348,41.21,EUR,USD,UK,UK,Credit Card,0,Normal_Personal_Transfer
2023-10-19,15:33,ACC385840,ACC220014,8748.97,USD,GBP,UAE,Germany,Cheque,1,Suspicious_Related_Accounts
2023-06-05,05:53,ACC102024,ACC792241,8770.44,CNY,GBP,Mexico,Turkey,Cash,1,Suspicious_RapidMovement
2023-01-09,17:13,ACC529201,ACC441094,8066.1,MXN,TRY,UAE,China,E-Wallet,0,Normal_Personal_Transfer
2023-04-09,18:38,ACC761944,ACC107749,2490.7,CNY,AED,USA,USA,Mobile Payment,0,Normal_Personal_Transfer
2023-07-17,16:09,ACC453142,ACC910614,3733.8,GBP,TRY,Morocco,Turkey,Debit Card,0,Normal_Corporate_Payment
2023-08-20,14:44,ACC258116,ACC439594,7451.81,AED,CNY,UK,China,Cash,1,Suspicious_Related_Accounts
2023-04-05,21:25,ACC881627,ACC704831,4898.64,USD,MAD,USA,UAE,Cheque,1,Suspicious_Shell_Companies
2023-02-20,01:53,ACC367429,ACC720775,1546.73,MAD,TRY,China,USA,Credit Card,0,Normal_Personal_Transfer
2023-11-01,07:56,ACC556331,ACC472371,2435.55,AED,GBP,Mexico,Morocco,Mobile Payment,0,Normal_Personal_Transfer
2023-12-26,05:57,ACC893802,ACC329216,9726.17,GBP,MXN,USA,USA,Debit Card,0,Normal_Personal_Transfer
2023-07-11,23:42,ACC117903,ACC618567,1518.62,USD,GBP,Germany,Mexico,Debit Card,0,Normal_Personal_Transfer
2023-03-04,09:20,ACC787859,ACC514599,7263.55,TRY,AED,Turkey,Turkey,E-Wallet,0,Normal_Corporate_Payment
2023-04-10,17:34,ACC984336,ACC965010,4785.4,GBP,GBP,USA,Turkey,Credit Card,0,Normal_Corporate_Payment
2023-01-07,16:26,ACC909427,ACC740546,7488.53,USD,USD,USA,Germany,E-Wallet,0,Normal_Personal_Transfer
2023-11-30,05:05,ACC467304,ACC780772,6614.52,MXN,CNY,UAE,UAE,ACH Transfer,0,Normal_Corporate_Payment
2023-02-12,05:44,ACC528416,ACC113181,4397.28,TRY,TRY,Mexico,UK,Cash,1,Suspicious_Cash_Intensive
2023-07-30,06:45,ACC712665,ACC144898,3545.57,CNY,EUR,Mexico,Morocco,Cheque,1,Suspicious_CrossBorder_Transfer
2023-04-11,09:52,ACC301474,ACC889837,7546.05,GBP,TRY,UK,Mexico,Debit Card,0,Normal_Corporate_Payment
2023-07-22,05:37,ACC506782,ACC589620,3238.18,MAD,MAD,Turkey,UAE,Cheque,1,Suspicious_RapidMovement
2023-08-26,00:28,ACC924254,ACC373006,7879.84,CNY,MXN,UAE,Mexico,Cash,1,Suspicious_CrossBorder_Transfer
2023-10-30,21:06,ACC469556,ACC285751,6801.63,MAD,MXN,USA,China,Mobile Payment,0,Normal_Corporate_Payment
2023-03-17,23:10,ACC937654,ACC390832,5780.92,GBP,TRY,USA,Turkey,Credit Card,0,Normal_Personal_Transfer
2023-01-05,08:11,ACC980520,ACC672305,3694.32,USD,TRY,Mexico,USA,E-Wallet,0,Normal_Corporate_Payment
2023-02-19,08:07,ACC593301,ACC589697,2058.76,CNY,GBP,Morocco,USA,Cross-Border,1,Suspicious_Related_Accounts
2023-11-25,00:10,ACC452594,ACC375083,7107.09,CNY,EUR,Germany,UAE,Credit Card,0,Normal_Personal_Transfer
2023-11-15,16:19,ACC543884,ACC867631,922.58,GBP,AED,UAE,Morocco,Cash,1,Suspicious_Shell_Companies
2023-08-07,19:48,ACC733654,ACC466296,9705.72,AED,GBP,Morocco,China,Debit Card,0,Normal_Personal_Transfer
2023-08-08,03:31,ACC472222,ACC401729,9787.69,TRY,CNY,UAE,Turkey,Mobile Payment,0,Normal_Corporate_Payment
2023-08-31,03:49,ACC688141,ACC478459,1310.92,EUR,USD,Mexico,Germany,Cash,1,Suspicious_Related_Accounts
2023-03-06,18:57,ACC285715,ACC204447,1048.31,CNY,CNY,Germany,USA,Mobile Payment,0,Normal_Personal_Transfer
2023-11-30,14:47,ACC253405,ACC868173,4133.04,MAD,USD,Turkey,Mexico,Cross-Border,1,Suspicious_Shell_Companies
2023-06-02,01:04,ACC509174,ACC339434,9637.2,CNY,CNY,Morocco,Mexico,Debit Card,0,Normal_Personal_Transfer
2023-05-20,14:56,ACC676730,ACC778302,4009.11,CNY,MXN,Mexico,Turkey,Mobile Payment,0,Normal_Personal_Transfer
2023-07-09,07:24,ACC514170,ACC341147,3644.38,USD,MXN,Turkey,USA,Cross-Border,1,Suspicious_Structuring
2023-01-18,08:50,ACC330755,ACC498488,7038.81,MXN,EUR,China,USA,Mobile Payment,0,Normal_Corporate_Payment
2023-03-02,18:28,ACC633963,ACC537350,1795.53,CNY,MXN,USA,Germany,ACH Transfer,0,Normal_Personal_Transfer
2023-09-27,19:27,ACC189590,ACC255337,3639.6,GBP,MAD,Turkey,Turkey,Cheque,1,Suspicious_CrossBorder_Transfer
2023-01-31,09:36,ACC470714,ACC354743,2920.16,TRY,CNY,Germany,USA,Credit Card,0,Normal_Corporate_Payment
2023-08-09,22:43,ACC393805,ACC803552,6019.33,GBP,USD,China,Germany,ACH Transfer,0,Normal_Corporate_Payment
2023-03-31,09:45,ACC688577,ACC784028,1635.9,MXN,EUR,Germany,Mexico,Cash,1,Suspicious_Shell_Companies
2023-05-23,18:31,ACC117184,ACC604948,5491.53,TRY,USD,UK,Germany,E-Wallet,0,Normal_Corporate_Payment
2023-04-16,11:36,ACC934395,ACC705848,8576.89,MXN,TRY,UK,USA,ACH Transfer,0,Normal_Corporate_Payment
2023-05-10,21:32,ACC781182,ACC459579,5146.56,TRY,TRY,USA,UK,Credit Card,0,Normal_Corporate_Payment
2023-09-20,21:47,ACC555519,ACC693571,6838.13,EUR,EUR,China,UAE,Debit Card,0,Normal_Corporate_Payment
2023-04-19,02:05,ACC307537,ACC109297,761.73,MAD,GBP,China,Turkey,Cheque,1,Suspicious_Cash_Intensive
2023-07-26,22:28,ACC891699,ACC164005,4495.57,TRY,MAD,UK,Morocco,Cross-Border,1,Suspicious_CrossBorder_Transfer
2023-06-23,19:48,ACC283719,ACC289506,957.98,MXN,AED,USA,USA,Mobile Payment,0,Normal_Corporate_Payment
2023-08-31,18:59,ACC949246,ACC494823,5998.62,USD,MAD,Turkey,UK,E-Wallet,0,Normal_Personal_Transfer
2023-12-08,04:49,ACC922457,ACC754942,2817.73,CNY,CNY,UK,Mexico,Debit Card,0,Normal_Corporate_Payment
2023-09-25,19:19,ACC221246,ACC290255,2879.79,MAD,AED,China,Turkey,Cheque,1,Suspicious_RapidMovement
2023-03-20,20:24,ACC439749,ACC711282,776.9,CNY,MXN,Germany,Morocco,ACH Transfer,0,Normal_Corporate_Payment
2023-01-12,06:56,ACC756341,ACC156305,3109.28,AED,AED,Morocco,China,Cash,1,Suspicious_Shell_Companies
2023-04-06,22:51,ACC929868,ACC783333,5071.7,EUR,EUR,China,Turkey,ACH Transfer,0,Normal_Corporate_Payment
2023-08-06,01:11,ACC773832,ACC313058,5850.75,GBP,MAD,USA,Mexico,Credit Card,0,Normal_Corporate_Payment
2023-01-19,03:35,ACC250408,ACC836431,675.99,EUR,AED,China,Mexico,Credit Card,0,Normal_Personal_Transfer
2023-07-01,12:54,ACC780947,ACC325963,6518.08,EUR,MXN,Mexico,Mexico,Cash,1,Suspicious_CrossBorder_Transfer
2023-08-06,13:49,ACC963624,ACC894077,4893.87,GBP,USD,China,Germany,Cheque,1,Suspicious_CrossBorder_Transfer
2023-05-02,15:29,ACC337439,ACC928670,5373.71,TRY,AED,Mexico,Morocco,Debit Card,0,Normal_Corporate_Payment
2023-10-09,00:24,ACC446655,ACC693982,8329.64,CNY,GBP,UK,UAE,Mobile Payment,0,Normal_Personal_Transfer
2023-02-08,23:02,ACC633953,ACC797133,3428.84,EUR,MXN,Turkey,Mexico,Mobile Payment,0,Normal_Corporate_Payment
2023-01-28,01:04,ACC782457,ACC378930,1748.77,CNY,TRY,Mexico,China,Credit Card,0,Normal_Corporate_Payment
2023-09-23,03:26,ACC977709,ACC140693,5522.58,MAD,AED,China,USA,Credit Card,0,Normal_Corporate_Payment
2023-06-30,00:20,ACC676762,ACC982879,9450.77,CNY,TRY,Turkey,UK,Cash,1,Suspicious_RapidMovement
2023-09-09,13:36,ACC827333,ACC519794,5183.52,EUR,USD,UAE,Turkey,Debit Card,0,Normal_Corporate_Payment
2023-06-08,22:22,ACC518401,ACC693990,8320.8,USD,EUR,Morocco,Turkey,E-Wallet,0,Normal_Personal_Transfer
2023-03-31,15:58,ACC175911,ACC446989,7572.75,MAD,MXN,Turkey,Mexico,E-Wallet,0,Normal_Corporate_Payment
2023-10-26,19:44,ACC192643,ACC901508,5188.12,USD,AED,China,UK,ACH Transfer,0,Normal_Personal_Transfer
2023-10-19,00:19,ACC916916,ACC905809,6479.07,MAD,AED,China,Mexico,Cross-Border,1,Suspicious_RapidMovement
2023-09-11,13:00,ACC359383,ACC764638,4072.74,MXN,USD,Morocco,UAE,Cash,1,Suspicious_CrossBorder_Transfer
2023-04-10,11:01,ACC463309,ACC558024,5310.98,GBP,AED,UAE,Germany,Debit Card,0,Normal_Corporate_Payment
2023-08-04,11:58,ACC276682,ACC620436,5077.78,MAD,TRY,USA,UK,Cross-Border,1,Suspicious_Structuring
2023-05-12,01:43,ACC806167,ACC489512,7094.01,MAD,AED,UK,Mexico,Mobile Payment,0,Normal_Personal_Transfer
2023-02-03,16:25,ACC912267,ACC657827,4105.71,TRY,CNY,Mexico,Mexico,Cash,1,Suspicious_RapidMovement
2023-12-01,12:04,ACC850639,ACC750840,1006.67,CNY,AED,Germany,China,ACH Transfer,0,Normal_Corporate_Payment
2023-02-19,18:21,ACC196453,ACC242512,7889.21,TRY,TRY,Mexico,China,ACH Transfer,0,Normal_Personal_Transfer
2023-12-13,11:38,ACC678078,ACC388389,6851.68,CNY,TRY,China,Morocco,Debit Card,0,Normal_Personal_Transfer
2023-06-12,03:35,ACC832320,ACC829063,9501.73,MXN,GBP,Germany,China,Debit Card,0,Normal_Personal_Transfer
2023-03-09,15:33,ACC896075,ACC953524,4292.87,TRY,GBP,Germany,Morocco,ACH Transfer,0,Normal_Corporate_Payment
2023-07-17,04:08,ACC437990,ACC471598,791.27,AED,TRY,Mexico,Germany,ACH Transfer,0,Normal_Personal_Transfer
2023-11-15,20:56,ACC512167,ACC777058,1224.97,CNY,MAD,Morocco,UAE,Cash,1,Suspicious_Structuring
2023-09-25,14:42,ACC585320,ACC772961,7735.46,AED,EUR,Mexico,Morocco,Cheque,1,Suspicious_Cash_Intensive
2023-10-22,03:46,ACC508449,ACC257879,686.9,TRY,GBP,Mexico,UK,Mobile Payment,0,Normal_Corporate_Payment
2023-08-29,23:05,ACC637488,ACC800662,9079.18,AED,MXN,Mexico,Germany,Cheque,1,Suspicious_Structuring
2023-09-10,12:26,ACC676563,ACC316936,2823.68,CNY,GBP,Morocco,USA,Debit Card,0,Normal_Corporate_Payment
2023-11-06,01:44,ACC569284,ACC763399,8989.8,USD,MXN,Morocco,Mexico,Cross-Border,1,Suspicious_CrossBorder_Transfer
2023-04-02,15:02,ACC975433,ACC609946,7737.33,AED,GBP,UK,Mexico,ACH Transfer,0,Normal_Personal_Transfer
2023-06-28,06:04,ACC776651,ACC409571,8713.3,TRY,TRY,USA,UAE,Cross-Border,1,Suspicious_Cash_Intensive
2023-03-22,19:17,ACC404592,ACC958271,2148.26,TRY,AED,USA,Mexico,Debit Card,0,Normal_Corporate_Payment
2023-12-27,19:37,ACC715973,ACC813409,5960.98,AED,MXN,Mexico,China,Mobile Payment,0,Normal_Corporate_Payment
2023-12-11,23:29,ACC514562,ACC512269,944.96,CNY,CNY,USA,Mexico,Debit Card,0,Normal_Corporate_Payment
2023-01-15,12:02,ACC897051,ACC328252,2030.78,MXN,AED,Mexico,Morocco,Credit Card,0,Normal_Corporate_Payment
2023-09-15,10:55,ACC729742,ACC478945,3105.92,MXN,AED,Mexico,China,ACH Transfer,0,Normal_Corporate_Payment
2023-12-04,18:05,ACC626054,ACC997277,7410.72,CNY,EUR,Mexico,USA,Mobile Payment,0,Normal_Corporate_Payment
2023-03-07,03:10,ACC889981,ACC972730,256.9,EUR,GBP,Turkey,Germany,Cheque,1,Suspicious_Cash_Intensive
2023-07-27,13:07,ACC774053,ACC189147,9032.14,TRY,GBP,UK,UAE,Cheque,1,Suspicious_RapidMovement
2023-12-01,13:06,ACC555235,ACC679701,717.33,TRY,TRY,China,Germany,E-Wallet,0,Normal_Corporate_Payment
2023-01-13,02:08,ACC590674,ACC690246,3771.14,MAD,MXN,USA,Morocco,Debit Card,0,Normal_Corporate_Payment
2023-09-12,10:01,ACC880644,ACC655563,820.09,TRY,MAD,USA,Germany,Debit Card,0,Normal_Corporate_Payment
2023-04-19,20:28,ACC994370,ACC126597,7691.99,USD,TRY,UK,China,ACH Transfer,0,Normal_Personal_Transfer
2023-12-04,20:32,ACC593496,ACC439665,1421.74,AED,AED,UK,UAE,Credit Card,0,Normal_Corporate_Payment
2023-12-21,02:22,ACC934760,ACC718531,8848.72,MAD,MXN,Mexico,Turkey,Credit Card,0,Normal_Personal_Transfer
2023-12-11,02:10,ACC570917,ACC878770,5306.92,TRY,GBP,Mexico,Turkey,Credit Card,0,Normal_Corporate_Payment
2023-06-23,06:18,ACC320172,ACC168908,9485.24,USD,GBP,Turkey,UK,Credit Card,0,Normal_Personal_Transfer
2023-11-11,20:59,ACC125301,ACC417332,2910.71,EUR,GBP,Turkey,Turkey,Mobile Payment,0,Normal_Personal_Transfer
2023-11-05,03:05,ACC669051,ACC396854,4548.62,MAD,GBP,UAE,UAE,Cash,1,Suspicious_Cash_Intensive
2023-04-27,17:16,ACC251837,ACC322424,6945.53,AED,CNY,China,UK,ACH Transfer,0,Normal_Corporate_Payment
2023-10-30,02:25,ACC931219,ACC568702,8320.81,AED,USD,USA,USA,ACH Transfer,0,Normal_Personal_Transfer
2023-01-14,14:57,ACC107425,ACC804410,4219.36,CNY,GBP,UK,UK,ACH Transfer,0,Normal_Corporate_Payment
2023-08-06,08:32,ACC375001,ACC935681,8925.4,CNY,GBP,China,USA,Mobile Payment,0,Normal_Corporate_Payment
2023-03-25,18:56,ACC283843,ACC658535,1188.69,GBP,MAD,USA,Mexico,Cheque,1,Suspicious_Cash_Intensive
2023-02-14,05:36,ACC455143,ACC563378,7089.76,TRY,MAD,China,Morocco,Mobile Payment,0,Normal_Personal_Transfer
2023-01-29,15:20,ACC515660,ACC912840,3488.51,MAD,MXN,UAE,Germany,Credit Card,0,Normal_Corporate_Payment
2023-09-12,05:39,ACC883849,ACC176313,1022.34,AED,AED,China,Morocco,Credit Card,0,Normal_Personal_Transfer
2023-05-05,17:07,ACC665745,ACC826043,3872.78,MXN,GBP,Morocco,Turkey,Cheque,1,Suspicious_Cash_Intensive
2023-09-22,20:58,ACC595496,ACC349407,8803.35,MAD,GBP,Mexico,China,E-Wallet,0,Normal_Corporate_Payment
2023-01-24,03:02,ACC835101,ACC367587,9805.53,MXN,CNY,China,USA,Mobile Payment,0,Normal_Corporate_Payment
2023-04-26,20:47,ACC493920,ACC755439,3934.07,TRY,MXN,Mexico,UAE,Cheque,1,Suspicious_Shell_Companies
2023-07-16,14:14,ACC629740,ACC983250,8865.3,USD,AED,USA,UAE,Debit Card,0,Normal_Personal_Transfer
2023-10-16,03:03,ACC211153,ACC531561,5101.45,MXN,GBP,Turkey,Turkey,Cash,1,Suspicious_Shell_Companies
2023-04-27,10:15,ACC925294,ACC243973,7172.98,MAD,CNY,USA,China,Cheque,1,Suspicious_Shell_Companies
2023-08-17,03:51,ACC292543,ACC298831,463.26,CNY,GBP,UAE,China,ACH Transfer,0,Normal_Personal_Transfer
2023-11-20,16:48,ACC579274,ACC273804,5577.55,MAD,TRY,Mexico,Germany,Cash,1,Suspicious_Cash_Intensive
2023-08-13,18:12,ACC380444,ACC834664,710.92,AED,USD,Turkey,Morocco,Mobile Payment,0,Normal_Personal_Transfer
2023-03-27,02:32,ACC500717,ACC350278,2693.49,CNY,MXN,Morocco,Mexico,Cheque,1,Suspicious_RapidMovement
2023-01-09,12:08,ACC101845,ACC248579,5672.48,MXN,TRY,Germany,Mexico,E-Wallet,0,Normal_Personal_Transfer
2023-11-14,19:33,ACC219342,ACC884370,8073.57,EUR,MAD,Turkey,Morocco,ACH Transfer,0,Normal_Personal_Transfer
2023-01-08,22:28,ACC925613,ACC443929,5613.33,AED,AED,China,UK,Credit Card,0,Normal_Personal_Transfer
2023-11-16,12:19,ACC550479,ACC226691,9362.55,EUR,EUR,UAE,Turkey,Mobile Payment,0,Normal_Personal_Transfer
2023-07-13,22:48,ACC861654,ACC357426,8105.22,EUR,EUR,UAE,Mexico,Credit Card,0,Normal_Corporate_Payment
2023-12-09,12:51,ACC863292,ACC397535,1570.84,MXN,MAD,USA,Germany,ACH Transfer,0,Normal_Personal_Transfer
2023-10-19,09:27,ACC818398,ACC658459,3895.7,MXN,USD,Morocco,Turkey,E-Wallet,0,Normal_Corporate_Payment
2023-12-31,20:21,ACC348850,ACC544946,6688.17,MAD,AED,China,China,Cross-Border,1,Suspicious_CrossBorder_Transfer
2023-05-09,11:49,ACC838650,ACC893917,9384.68,TRY,AED,Morocco,USA,Mobile Payment,0,Normal_Personal_Transfer
2023-10-08,11:19,ACC347688,ACC996536,9877.28,TRY,CNY,Turkey,USA,Credit Card,0,Normal_Personal_Transfer
2023-05-27,11:46,ACC658692,ACC326392,7634.23,USD,EUR,Germany,UAE,E-Wallet,0,Normal_Personal_Transfer
2023-06-25,20:19,ACC646852,ACC621819,5741.96,CNY,USD,China,UAE,E-Wallet,0,Normal_Personal_Transfer
2023-08-18,19:57,ACC722186,ACC342174,7568.53,MXN,EUR,Germany,Mexico,Debit Card,0,Normal_Corporate_Payment
2023-11-15,09:41,ACC380371,ACC190153,2739.63,AED,EUR,UK,UAE,Cheque,1,Suspicious_Shell_Companies
2023-12-26,07:59,ACC620919,ACC137748,2843.19,CNY,AED,Germany,UK,Credit Card,0,Normal_Corporate_Payment
2023-10-08,11:48,ACC195259,ACC233021,6546.95,AED,CNY,USA,USA,Debit Card,0,Normal_Corporate_Payment
2023-06-02,13:44,ACC224451,ACC316452,8719.64,CNY,TRY,Turkey,UK,E-Wallet,0,Normal_Personal_Transfer
2023-06-03,05:43,ACC540691,ACC347888,9698.4,TRY,AED,Mexico,USA,Cash,1,Suspicious_Related_Accounts
2023-09-27,19:03,ACC117215,ACC514097,3419.93,TRY,EUR,Mexico,UK,Mobile Payment,0,Normal_Corporate_Payment
2023-03-29,11:40,ACC230577,ACC282378,7967.57,EUR,AED,UAE,Morocco,Credit Card,0,Normal_Personal_Transfer
2023-02-10,08:01,ACC882680,ACC711438,8516.79,EUR,MAD,China,UK,Cheque,1,Suspicious_Structuring
2023-05-10,02:33,ACC171074,ACC189364,6235.5,AED,USD,Turkey,China,Credit Card,0,Normal_Personal_Transfer
2023-04-15,05:43,ACC732909,ACC215925,3482.44,AED,GBP,UAE,Germany,Cheque,1,Suspicious_Cash_Intensive
2023-04-19,22:46,ACC803577,ACC109958,6194.69,EUR,AED,Morocco,USA,Cash,1,Suspicious_Related_Accounts
2023-03-27,07:19,ACC206759,ACC239769,5848.64,GBP,AED,UK,Turkey,Cheque,1,Suspicious_RapidMovement
2023-01-16,04:03,ACC228471,ACC187160,6069.19,CNY,GBP,UAE,Mexico,Debit Card,0,Normal_Personal_Transfer
2023-01-07,11:03,ACC908143,ACC901925,6196.41,TRY,GBP,China,Germany,Cross-Border,1,Suspicious_RapidMovement
2023-12-27,07:22,ACC508275,ACC273873,8472.11,EUR,USD,Germany,China,Mobile Payment,0,Normal_Corporate_Payment
2023-06-06,00:50,ACC672686,ACC383343,1709.11,EUR,CNY,Mexico,China,Cheque,1,Suspicious_Related_Accounts
2023-05-21,07:45,ACC887718,ACC886369,3679.27,MXN,USD,Germany,China,Mobile Payment,0,Normal_Personal_Transfer
2023-09-06,13:03,ACC265369,ACC338962,5864.16,AED,GBP,Mexico,Mexico,Cheque,1,Suspicious_RapidMovement
2023-03-21,13:14,ACC732592,ACC527704,2840.44,MAD,MAD,UAE,UAE,Mobile Payment,0,Normal_Personal_Transfer
2023-12-13,08:33,ACC204959,ACC916925,9781.75,EUR,EUR,Mexico,UAE,Debit Card,0,Normal_Corporate_Payment
2023-10-15,10:44,ACC339317,ACC735833,2638.87,MXN,GBP,Mexico,USA,E-Wallet,0,Normal_Personal_Transfer
2023-02-02,23:10,ACC781845,ACC411146,4701.59,USD,MXN,UAE,USA,Mobile Payment,0,Normal_Corporate_Payment
2023-06-02,09:03,ACC422111,ACC123731,8774.88,EUR,AED,Turkey,Morocco,ACH Transfer,0,Normal_Corporate_Payment
2023-11-17,06:11,ACC984235,ACC238148,809.84,MAD,USD,Morocco,UAE,ACH Transfer,0,Normal_Personal_Transfer
2023-12-11,05:50,ACC229745,ACC887503,8208.67,MXN,MXN,UAE,Morocco,ACH Transfer,0,Normal_Corporate_Payment
2023-06-20,10:59,ACC154583,ACC986358,5714.37,MAD,MXN,Morocco,UK,Cheque,1,Suspicious_Shell_Companies
2023-08-12,18:13,ACC748365,ACC752160,327.7,EUR,USD,Morocco,UK,Cash,1,Suspicious_Shell_Companies
2023-03-02,04:56,ACC544846,ACC141410,9030.1,USD,CNY,USA,Turkey,Debit Card,0,Normal_Corporate_Payment
2023-12-28,17:01,ACC211359,ACC854561,401.58,EUR,AED,UAE,UK,Cheque,1,Suspicious_Structuring
2023-03-26,00:30,ACC651374,ACC547543,5157.03,MXN,GBP,Turkey,Mexico,Mobile Payment,0,Normal_Personal_Transfer
2023-12-11,10:03,ACC771844,ACC981380,499.82,USD,MAD,Germany,Germany,Credit Card,0,Normal_Personal_Transfer
2023-08-26,18:37,ACC823983,ACC816432,721.29,USD,TRY,Morocco,Morocco,Cheque,1,Suspicious_RapidMovement
2023-08-10,08:07,ACC728420,ACC328443,8873.17,USD,CNY,Turkey,USA,ACH Transfer,0,Normal_Corporate_Payment
2023-07-07,13:31,ACC615329,ACC141041,7660.6,GBP,CNY,Morocco,UK,Debit Card,0,Normal_Personal_Transfer
2023-03-26,04:55,ACC159263,ACC485760,1977.44,MXN,MXN,China,Morocco,Credit Card,0,Normal_Corporate_Payment
2023-03-06,17:48,ACC774035,ACC677614,6208.48,GBP,GBP,UK,UAE,E-Wallet,0,Normal_Corporate_Payment
2023-03-22,01:15,ACC160664,ACC531765,7948.85,MAD,TRY,China,Mexico,Debit Card,0,Normal_Personal_Transfer
2023-03-10,20:27,ACC517896,ACC939528,8897.01,USD,AED,Turkey,Mexico,Cash,1,Suspicious_Structuring
2023-10-12,04:45,ACC439112,ACC810938,4688.39,GBP,MXN,Germany,UAE,ACH Transfer,0,Normal_Corporate_Payment
2023-05-08,20:59,ACC801486,ACC539268,8976.02,EUR,GBP,UK,Turkey,Cross-Border,1,Suspicious_Shell_Companies
2023-01-22,08:27,ACC867018,ACC929599,5083.42,GBP,MXN,China,UK,Cheque,1,Suspicious_Structuring
